"Cell_types"	"Human"	"Theria (Live birth Mammals)"	"Mammalia (Placental mammals, Marsupials and Monotremes)"	"Amniota (Four limbed vertebrates with terrestrial eggs)"	"Euteleostomi (Bony vertebrates)"	"Chordata (Have a notochord/spinal column)"	"Deuterostomia (Mouth comes second, after anus)"	"Coelomata (Body cavity forming)"	"Bilateria (Bilateral symmetry forming)"	"Eumetazoa (True tissue forming animals)"	"Opisthokonta (Animal-like and Fungi-like)"	"Eukaryota"	"Cellular organisms"
"cervix"	1.28362009646499	2.30016075952418	0.57417937585117	1.18824187645648	2.11601098778155	2.09781888278422	0.960508121417539	1.99797381470679	0.940540075398381	1.86999875182186	0.542599078555982	-2.03442933856674	-1.85445572459575
"chondrocyte - de diff"	0.461930224707309	-0.275449308893016	-0.587899316495886	-1.16835401588691	0.15670900945882	0.602775533662073	0.27296346322989	-1.45839537048231	-0.438357533278525	-0.683357644326672	-1.83421951769056	0.121919480451206	0.817024823945767
"chondrocyte - re diff"	0.0905093079544183	-0.359375795710072	-0.570207847321979	-0.492544242713825	0.0563791526034107	1.51615035694662	-0.707095316456917	-0.857228180187414	-0.413375849355758	0.150793206433677	-1.66446254334303	-0.436122935332674	0.559772678648209
"chorionic membrane cells"	-0.256018050521562	-0.282427059381497	-2.15379294867037	0.0622102878607684	-0.294736901084347	1.33814588893815	-0.975969630557156	-0.242897775529082	0.759050163875344	0.194939440350455	-0.386826622978528	0.420540285334469	-0.0614737484790544
"chronic myelogenous leukemia cell line:k562 encode"	-1.91559108344983	-0.581378495905896	0.569675145714676	0.168613527870744	-1.1379159329789	-1.18367993022971	0.152444755455567	-0.164163632637833	0.0506346555149079	-1.00293096053938	-0.670854014956182	1.7230611415114	0.382711267280096
"ciliary epithelial cells"	-0.0346480087227792	0.960845680416757	-1.2901873742981	0.269538238584908	0.835976868158872	0.10811045503321	1.11756195467565	0.196613917954172	0.832970897833603	0.405420114214787	0.743155515626279	-0.886059888132117	-0.453575685790401
"clontech human universal reference total rna"	0.708159457110389	2.70355747860041	0.132996960686263	1.15229140338271	2.19491139525256	1.8235995363897	1.38888931280279	2.09931803282453	1.06535444621705	2.46919864779825	0.705002243568606	-2.25413771235685	-2.01830909905092
"colon"	0.814193047669482	0.556647394410157	1.2521087019685	0.262224972483965	1.10906229016767	2.29089413751903	0.610673840538076	0.99636160751862	1.43112250820351	1.70496542575386	0.561930812339612	-1.73712428759829	-0.989777259932184
"common myeloid progenitor cmp"	-1.51485602827578	-2.70149708236642	-1.3101720141188	-0.809852485831529	-1.87968173498699	-1.36639480332573	-0.61545916451534	-1.9156735905393	1.46954476096688	-1.60567686281426	-1.04038174016215	0.676326436119295	2.12032831267977
"corneal epithelial cells"	-0.382585146870465	-0.710911593087418	0.0551037725393659	-1.35920871271396	-1.03552469860345	-0.864325380051507	-1.57281495729574	-0.444527350641712	-2.52403625420141	-1.58151858480303	0.444675932042889	-1.10615710251032	1.68919028536812
"corpus callosum"	1.10059205869051	1.79557103055106	-0.50928542902949	1.69896788723757	1.20429225670001	1.10192335245374	0.369661506378998	1.60394421596993	-0.0586363827557621	1.49864208692159	1.05483842452718	-1.45232058198986	-1.44137037021326
"cruciate ligament"	1.99549476750965	0.0612366590729202	-1.23422306241924	-1.39869008804546	1.37897078777656	0.0786238964732314	-0.522039092753686	-0.311980890927345	0.942391255522345	0.560647680506577	0.305880548284351	-0.672691172637345	-0.218346700868684
"dendritic cells - monocyte immature derived"	-1.54112185669711	-0.606870748653318	0.651794660178965	-0.242766847296252	-1.01382390137642	-0.133782456964133	-0.393757988157131	-0.728161743578085	-0.844330384147566	0.173860088863418	1.53105586919944	0.414591886922657	0.328425749800788
"dendritic cells - plasmacytoid"	-0.741540605644822	-1.22333725133928	0.877157794828412	0.704135104050528	-1.12748684435699	-0.877385619338554	-1.49594334086892	-0.103416814162692	-0.0896416635873847	-0.506821426305492	-0.229652242663501	1.14105497246924	0.437732287203819
"diaphragm"	0.693443070691458	0.646565218107173	1.62915645631388	0.356249376801772	1.93705137383978	1.41179881030391	0.385159384942692	1.13711088626488	1.46076395461856	1.37317032404787	0.263960173259078	-1.86189365625716	-0.988782394939656
"diencephalon"	0.943809660491508	1.0023560713328	-0.333367229993577	1.11607316732267	0.737105447060877	0.468675778924439	0.586047518435197	1.3704359949742	-0.635472407472087	1.18565857782843	1.10662957855876	-0.528004870463601	-1.21935733163586
"ductus deferens"	1.50036447388065	1.15659141476001	-0.02467401528511	0.174985166397294	1.5025441184884	1.29887946222936	0.408922894673864	0.562542112338677	1.97963470771408	0.933378467806068	0.763415126808245	-1.18768869720394	-1.01102663564476
"duodenum fetal"	0.915137280452436	0.174699170889393	0.553963183160335	0.157780092816651	0.435065114978407	0.97802055827605	0.137144763326293	0.766773102546326	1.01080908032738	-0.308677172862261	-0.0575808127867217	-0.259001510891408	-0.41020335736918
"dura mater"	1.11314287431896	1.73973991587099	0.746657317489304	1.58971320321026	2.20843752599213	1.35212734742546	0.897089934635212	1.53384966889681	0.772289888781011	1.10825436573546	1.01757172697678	-1.4354976458135	-1.70443782011702
"embryonic kidney cell line: hek293/slam infection"	-0.72203679063422	1.38933095074799	0.0195660452100061	1.6074316555977	0.119079630984173	-0.367816651765716	0.178123264561142	0.357603921792622	-0.621592123080999	-0.0930848201022817	0.30515366292168	0.258318786005586	-0.565812237511883
"endothelial cells - aortic"	-1.22308589814906	0.32092579087918	0.50951994500821	-0.482333106851689	-0.174807912301792	-0.433132768552818	0.705452299695182	-0.237252497877325	-0.995007326081799	0.774501814514545	0.364538853456035	0.261217454332558	-0.120936388240978
"endothelial cells - artery"	-1.14857214038088	0.185825087013112	0.762435366746747	-0.810260569344224	-0.688747522347228	-0.710056323738664	0.658905814402096	-0.482882876604555	-0.220485143505343	0.694141680896045	0.722985856642742	-0.256195343258588	0.307118036997157
"endothelial cells - lymphatic"	-1.27541779366524	0.506807168585752	1.77911425142165	0.152494503497371	-0.0761514182120202	0.676369874939194	0.810966147851663	-0.109969975254723	0.703261676704237	1.11435857550351	1.13393125025414	-0.0206686832144885	-0.578325131443965
"endothelial cells - microvascular"	-1.48800479832331	-0.716268602492358	0.877157794828412	-0.10464381598639	-0.0532907162997543	-0.590582764595018	0.1272304059898	-0.29112448325088	-2.15370750180685	0.398206729469958	0.458889917126594	-0.486665926985387	0.437732287203819
"endothelial cells - thoracic"	-1.50136043926583	-0.360511920738148	0.820492964353854	-0.459990633595764	-0.40239633378497	-0.507475753010446	1.04014726244943	0.0165622871733341	-0.154269162605926	0.619244482980866	-0.257593860194202	0.257724476463593	0.0898544090877182
"endothelial cells - umbilical vein"	-0.999004635978182	0.663683764202891	0.148918409192107	0.594293993340408	0.105655984135251	-0.206751087162978	0.891965685683846	0.0998733950130546	-0.463525072629222	1.45480237610497	0.590268576306178	-0.329394149313676	-0.520466316808409
"endothelial cells - vein"	-1.39726060837239	-0.617050340644709	1.2621639628028	-0.898203415796134	-0.64012836420224	-1.40657390086368	0.1380425541787	-0.716605619371677	-1.84005886277683	0.354094359871219	0.12426951141123	0.111759165917477	0.704890122580612
"eosinophils"	-1.10766585313716	-0.968038341335458	-0.158430846251036	0.0725122232285258	-0.030563870371645	-0.709409160749431	-1.91436619905456	-1.10115558664589	-0.407450881619207	0.637319931291333	0.829005816545388	3.14491818576838	-0.689368247108889
"epididymis"	1.6160233430745	1.76220942045766	0.637953014928753	0.99392718839004	2.15611328364395	2.30638601047911	0.781207598983995	1.4239527389416	0.630598832830583	1.44255411610427	0.541542712138658	-1.87533595563016	-1.5748356314531
"epitheloid carcinoma cell line: helas3 encode"	-0.941629292031122	0.206893548053107	0.311205098997196	0.137700803941757	-0.423470765512711	-0.135265294698383	-0.394876946466542	-0.25029124477637	0.204697960947842	0.111326687789336	0.236430262927078	0.335820961492227	0.0179216202284859
"esophageal epithelial cells"	-0.671290484293779	-0.710911593087418	-0.557350510733291	-2.48531182104952	-0.943200211850103	-2.5281998652212	-1.69837193079289	-1.67870242566053	-2.52403625420141	-3.11627489268454	-1.6857495969737	-0.692457060912447	2.870429164402
"esophagus"	0.925208983504912	1.37791690668225	0.917183972216992	0.701221966708215	2.09834468066123	1.58685350606293	1.07887691615442	1.37883127566292	0.994563535793294	0.948130387813429	0.840470627481041	-1.49431736820408	-1.42965357451639
"eye"	1.81637289496385	2.46944660844133	1.72672231780402	1.02755067456737	2.32637423075483	1.59524647019221	1.15642852536301	1.83299852265449	1.26945688092567	1.96685333939128	0.24585728845959	-2.35199681751088	-1.74273511934383
"eye - muscle inferior rectus"	3.98606594798563	-0.682464025902563	-1.76206827673116	-0.967341330692435	1.08058297442733	-0.829585143547964	-2.68627075523198	-1.0628115672801	-1.2936800692154	-0.135527823936078	-4.28440051698295	-1.86635316557073	1.64808490313068
"eye - muscle lateral"	2.8533943100154	-1.13250041363173	1.96911734247244	-1.96394220197555	0.60235700903252	-0.910464721603451	-1.1490024001293	-1.4225142253174	0.752446546483744	-0.0701528154207271	-2.25331848407521	-1.32537729526528	1.40781870125797
"eye - muscle medial"	2.04112595995695	-0.802200063386723	0.354127299226016	-0.623069938902036	0.76792755368031	-0.696739750196201	0.240377226942218	0.0905688038516337	-0.370564690536601	0.169702076379491	-0.344133808357516	-0.187578770149856	0.00343443271584093
"eye - muscle superior"	2.19007482234857	-0.651349778937562	0.52647862130631	-0.930773702473926	1.11961086143287	-0.143011527607702	-0.400722300600925	-0.55157699295456	1.78515862199257	0.749185175827381	-0.455989630829795	-0.456412686343026	-0.0547379328133772
"eye - vitreous humor"	-0.553686166139719	-0.61216293094247	-1.33769042448957	-1.04132457850796	0.421449016547047	-1.03198685191087	-1.0715484490154	-0.569156686656134	0.0689300100481577	2.29984263647511	-0.244531407933766	1.25498237852893	-0.540028773227199
"fibroblast - aortic adventitial"	0.526980432964479	0.211867158964001	-0.992010061089836	-0.946179624780243	0.990131072911133	0.0910368566195151	0.691239874651147	0.275968242332038	-0.524001516300112	-0.23846900943254	-0.858254915286327	0.192864876294333	-0.212004467681604
"fibroblast - cardiac"	0.682377222607834	-0.0155919240857041	-0.7942164970221	-0.493954346987211	0.363532691377308	-0.431051438612866	1.29371459017301	0.0671301127078811	0.283257750174142	-0.267933468155448	-0.297197980989083	-0.313539196055057	0.116237547963306
"fibroblast - choroid plexus"	0.46886868381329	-0.264137500122685	-0.578086568691737	-0.996549952713921	-0.321154214039137	-0.265169610180245	-0.0483680759355851	-0.610880702029483	-0.424501195986955	-0.729114950940509	-0.509120987084552	-0.245980300809335	0.788573008632742
"fibroblast - conjunctival"	0.558751859020939	-0.331332617453727	-0.450968873440274	-1.259545327609	-0.172645841639447	0.519621834412216	0.0993048361513706	-0.431737038230921	-1.33252001778405	-0.98441279386938	-1.79676432677357	0.741500748609254	0.552308929169764
"fibroblast - dermal"	-0.392687588693209	-0.965465636762384	-0.750706995187956	-1.58308665052977	-0.168098095806131	-0.0838828532596275	0.715914881522386	-0.234296448648753	-0.157052834042453	-0.903522366939692	-0.718485051285861	0.798586256232063	0.485600333713855
"fibroblast - gingival"	-0.247205892347494	0.611147112315172	0.342294875547206	-0.136262625364764	0.480912460570964	0.559205036473478	0.822692991600411	0.0751404151939247	-0.227221330489904	-0.580416407766878	-0.095968347464107	0.0343117103165719	-0.186756839423585
"fibroblast - lung"	-0.984092487675261	-1.81904309707125	0.897107850172484	-2.90501429187275	-0.832701613531133	-1.43292500726698	-1.37409880239081	-1.54470954118419	-1.10217159839898	-1.62998457347298	-2.09841469944463	1.59876984526826	1.70382400586429
"fibroblast - lymphatic"	0.145871734265589	-0.912093798867152	0.228570157139371	-2.24446997887223	-0.450094651083383	-1.69509032966888	-0.665372425026791	-0.821978346839411	-3.60844249018087	-1.20783647864188	-1.64522247911312	-0.956491077699603	1.97496612940807
"fibroblast - mammary"	0.523425660989989	-0.889339937727534	0.11857784611668	-1.70864129093386	-0.347747672227619	-0.959819972797773	-1.14409370232828	-0.877476782897617	-3.07450333981493	-1.85331656364069	-0.981413842274642	-0.329602695626551	1.63623131827494
"fibroblast - periodontal ligament"	-0.866043528812102	0.0497095239867044	-0.970496098411659	-0.626003451912337	0.403957087818505	0.126105466198501	1.02869947281452	-0.277534577878298	0.483369942352709	-0.437771550475672	-0.67660066217637	0.517029217920299	0.00985796747304041
"fibroblast - pulmonary artery"	0.103376161635591	-0.208176679975692	-1.09498605453588	-0.719257504841831	0.116086034542663	0.186523781284853	0.245385756211588	0.154390932186179	-0.680596729701029	-0.0958395483314556	-0.155297960182865	-0.133519622807188	0.13421168172461
"fibroblast - skin dystrophia myotonica"	0.137084460491502	0.0421730945698225	0.42257634250296	-0.233105604378409	0.958684215268918	0.932659063931759	0.913213117947762	0.0636623861307419	0.828848836006447	-0.337558208941184	-0.300973003112917	0.199696072272547	-0.40553999345195
"fibroblast - skin normal"	0.436225930485707	0.518296884700227	0.342294875547206	0.159931221312069	0.863380663150691	0.69049746800178	0.822692991600411	0.304283613582572	0.717665438425508	0.0569731665485685	-0.095968347464107	-0.050846810330423	-0.575126790669003
"fibroblast - skin spinal muscular atrophy"	0.157665435040491	0.176075528720099	0.461385326789545	0.396223745494486	0.837474047511549	0.852265920489897	1.26029734567453	-0.00342536789862534	0.400450976767254	-0.0558263232074386	-0.625810162982774	-0.0748454620052409	-0.357770641204111
"fibroblast - skin walker warburg"	0.0264309882282024	0.0132973508802243	0.213920097576338	-0.0766804127075299	1.03155762603586	0.259345301781292	1.25923154891502	0.243857763129066	1.00186188051672	0.131820529772821	-0.346747957821057	-0.561049879744319	-0.253060842203318
"fibroblast - villous mesenchymal"	-0.140929911365113	-1.1480557283876	-2.0142810071191	-1.34928004480771	-0.442111423251074	-1.26354168144205	-0.42287591845754	-1.22923573501927	-0.0218374530315411	-1.42313570374	-0.223581478456022	-0.138820939061951	1.42992918100224
"fingernail (including nail plate"	0.855444419749371	-0.328841789930968	-1.83990829264717	-0.476732871802567	-0.023224566393476	0.0191464779189165	0.215992036252805	-0.0547861405934524	-0.241832981555607	-0.25712190203162	0.185654002528882	0.60847328251385	-0.0989932380699805
"frontal lobe"	1.09434546358434	2.33747356648932	-0.51685766555824	1.69026609580904	1.14669044283938	0.865554043372849	0.613536639055399	2.12682071928487	0.735163341553572	1.69293974062488	1.02863554674578	-1.42442220817366	-1.7206743061203
"gall bladder"	0.693046001799996	1.79074510058824	1.7373964739626	1.64741407866476	1.97727160626985	2.36838743098635	0.675009338213502	1.56257939534335	1.67294174982231	1.83162485206459	0.704568853190379	-2.16913021410921	-1.6518845002515
"gingival epithelial cells"	-0.193112351221818	0.0769435858284564	-1.02146024243276	-0.664180130031717	0.0523750890577751	0.846374154755791	0.0427706507483422	-0.0673288855997489	-0.0869944556600248	0.0643537127370511	0.434332165733079	0.163297692395859	-0.150119990669967
"glioblastoma cell line:a172"	0.638772420539907	0.817570196199606	0.127581061424919	0.719471119558495	0.6611054629826	-0.486182555878686	1.15303128185927	0.732975650913998	2.24011015795998	0.415984498406938	0.425693766862203	-0.526703194388679	-0.668082936923493
"globus pallidus"	1.28225456547551	1.64112163529453	-0.289070824688785	1.16019007625194	0.892912995887281	0.768860930175572	0.375670063690237	1.85540256962984	0.264283170343617	0.630644192960948	1.06784074816734	-0.571369064775038	-1.43377382882691
"globus pallidus - adult"	0.429875161998342	1.02032992171967	1.12085809592579	0.851018005407086	0.672102024597498	1.39066669202425	-0.052498907486959	1.61012714381941	0.402651835159773	0.656497602148569	1.28535004240883	-0.486302004105077	-1.27028747653436
"granulocyte macrophage progenitor"	-1.98041200380402	-2.49012863855853	-1.21200969201159	-0.951457894072387	-2.74151220317207	-1.99744053444429	-2.2352089011163	-1.95152931973902	-0.397460004005701	-2.81815339828833	-0.377067634054647	-0.0787999491435371	3.06782012560124
"h9 embryoid body cells melanocytic induction"	0.176422000491014	0.803321188992318	-0.098619812505166	0.528845967596312	0.945773500189067	0.576815309493873	1.14942030075793	0.55883644950834	0.543557816663206	0.501939653239502	1.01972106985513	-1.07691933757495	-0.633206923749674
"h9 embryonic stem cells"	0.568761148249254	0.775549042310007	-1.34957166032113	1.1878655840156	0.222275036265997	-0.119844587331875	1.30085056880166	0.195310355170055	0.7168638717739	0.328258454320495	0.30515366292168	-0.183988270758333	-0.507131079761439
"hair follicle dermal papilla cells"	-0.0496396256411992	-0.654330758727437	-0.126933497918161	-1.44598460173146	-0.530606105262805	-0.268671502269492	0.111506133673247	-1.51950352718114	-0.945351917521169	-1.19257422394452	-0.486857555545607	-0.045972038122537	1.26995711209586
"hair follicle outer root sheath cells"	0.0249787293102956	0.0331351856849592	-0.674469385922531	-0.892779860387438	-0.133363811055502	0.0311822547561396	-0.160336211193704	-0.620731536056466	-1.08008337062711	-0.419847623656436	-2.08725610718346	-0.33106914901415	0.880135772750767
"heart"	1.76049678092568	-0.366954644397813	0.290663112259619	0.856904455613057	1.4519100310397	0.490239104669971	0.469900419215529	0.405247795279992	-0.290314731192055	0.757897406765332	0.490766868968728	-0.787234495191557	-0.683383531494789
"heart - mitral valve"	1.1649219334026	0.783988028978672	1.30835529384378	0.712488689140112	2.13768834510024	1.63516896728791	0.663716001195685	1.12094244211207	0.622606407347498	1.11824176998037	0.40716844033485	-1.69364662882109	-1.1667775449667
"heart - pulmonic valve"	1.11818483990763	0.389427172234657	0.867229671675209	-0.27223092136081	1.18861994132963	0.544491229491857	-0.206054485606582	0.259837734584774	0.414242747545344	0.6545258924693	0.0892571746060484	-0.626768012464641	-0.525509181380578
"heart - tricuspid valve"	1.77620605970142	-0.365448119383806	1.88244008565983	-0.987937792503289	1.93107644259936	0.456332430960398	-0.073839411492835	0.34335987524503	-1.33474549914815	1.06427478030984	0.555120911719056	-0.068680143098931	-0.915444128756231
"heart adult"	2.0111685563323	-0.365712481478502	0.594532010787387	-0.277862608309256	0.592667993543936	0.622119070029222	-0.13349986515916	0.46381178516417	-0.904974757162264	0.245632832827016	0.379373237255822	-0.409521599392189	-0.312759370887265
"hep-2 cells mock treated"	-0.128303617958816	-0.947044727715602	0.594532010787387	-0.586939276963785	-0.490612907833116	-0.74791031483491	0.176649869148753	-1.2099559867928	0.574001552113098	-0.419479722598515	-0.716993106416945	0.390240480339849	0.821974040468113
"hep-2 cells treated with streptococci strain 5448"	-0.118644601370594	-1.22196370195188	0.615022473951163	-0.730488993838884	-0.414678996485551	-0.726107364127704	-0.114596833948519	-1.12872346512897	-0.388612825255742	-0.775757847660541	-1.32506807400249	0.718158980425614	0.94009462904777
"hep-2 cells treated with streptococci strain jrs4"	-0.400713156429603	-1.38135399307297	-0.765300104588659	-0.791792417816205	-0.539871029603199	-0.672399392924957	-0.265854461078931	-1.49264757850995	0.330371733724714	-1.42372234262183	-1.10607567396221	0.517437782684826	1.31128541298264
"hepatic sinusoidal endothelial cells"	-1.14768907481784	-1.77884012004232	2.32103704130283	-1.80187125184603	-0.744802676219651	-1.55216708288455	-1.33120098371786	-1.26319390146709	-2.87836868886365	-0.974584264037519	-1.129015503909	-0.584205911211571	2.03773640151421
"hepatic stellate cells (lipocyte)"	-0.0828192653926213	-0.601079912475674	-0.187264944698268	-0.93645022464778	-0.195560778633267	-1.30140934363505	-1.03478392110401	-0.754169421116228	-1.01743790997902	-1.17693202287611	-1.29968532772984	-0.650015043432926	1.40957384951265
"hepatocellular carcinoma cell line: hepg2 encode"	-0.336524754142866	-0.0502937687999792	-1.24963460152324	0.454220449927199	0.321327560313879	0.4331150162049	0.034026268700589	-0.171923262735023	-0.00175564857804072	-0.322868482795827	-0.516125987977628	0.227109772267988	-0.0262953887296661
"hepatocyte"	-0.567239322075225	-2.60915329468538	0.687455047755906	-1.8946316796214	-0.772329613523852	-1.99373297475654	-1.93724885295903	-3.1165219158646	-1.97454239605277	-1.11973858107978	-2.55927813558444	-1.02831100772631	3.12794323745568
"hes3-gfp embryonic stem cells cardiomyocytic induction"	-0.112168835347269	0.0552711455570743	-2.41411236499881	-0.412296973804354	0.171377754927903	0.252955043474204	-1.03763545940293	-0.573299410638353	1.11439674204063	-1.21528238082655	-0.299406513753346	0.0741454753477215	0.481315627689366
"hippocampus"	0.92891500074133	1.46653203654772	-0.352811698862347	1.09670749066427	1.28852964915736	0.670733015943756	0.562130089208872	1.79059828750767	0.170814462108239	1.97158098305886	1.78124507916074	-1.05444886366693	-1.72683898650461
"hippocampus - adult"	0.501406761791203	0.477064460053643	-0.084349865862264	0.129266678596858	0.761852343443633	0.475857943622455	0.892348257371938	2.06626055751711	-0.310889732797327	1.12960815823861	0.967885464010926	-0.56432093965102	-1.20141082949094
"immature langerhans cells"	-1.26045307246836	-1.44726390386489	0.0177083278347935	-0.444982082473204	-1.00057418055164	-0.246185849468792	-1.2268092406435	-1.14125656331695	-0.772529117525664	0.343639920370045	0.729407159462338	2.07006639543509	0.11698324184895
"insula"	1.33784693199817	2.01312089428312	-0.570701012820979	1.62839090531343	1.25271380686924	0.556541823360429	0.794977450262166	2.31164532450449	0.249370058251567	1.79635393162568	1.19642009010187	-1.38390122473935	-1.77212930731043
"intestinal epithelial cells (polarized)"	0.100710955893257	0.642859406516776	-0.22710944548193	0.821232453847189	0.0888834381878384	1.81146084645534	0.984787916319822	0.675880222894298	0.7811988164391	0.97197626219823	0.894267515248349	-0.787043049177127	-0.781050959114837
"ips differentiation to neuron control donor c11-crl2429"	0.869250546977189	0.737328190868814	-0.0118446713811272	0.880079991918209	0.442975331165283	0.0861713400191138	0.981532378020703	0.796701832926867	0.670803645230311	0.608280741336865	0.309907110622305	-0.398548705360773	-0.733624708288606
"ips differentiation to neuron control donor c32-crl1502"	0.596682820490834	1.35820403942502	0.0626442493512043	1.22856904125641	0.323388181318126	0.310629488956146	1.35604620833127	0.855492906218055	1.22969453738121	0.497347454521232	0.53392939555333	-0.674027195263432	-0.814896091622568
"ips differentiation to neuron down-syndrome donor c11-ccl54"	0.861472398026365	1.33297165958839	-0.0228449544226083	1.14779255069166	0.634709198116252	0.0714779667590818	1.2465098112311	0.941004667623619	1.09736993630448	0.10206257717607	0.473727189256752	-0.659099429099812	-0.78640004414651
"ips differentiation to neuron down-syndrome donor c18-ccl54"	0.543645386466734	1.16371233144009	-0.0191831351352148	1.15125250701433	0.639194209020161	0.322586702159163	0.415114051659081	0.839253461100947	1.10303788915735	0.410028577658608	0.189319165888018	-0.838534434091208	-0.67172203932445
"iris pigment epithelial cells"	0.143914729153434	-0.227860968542761	-1.03765419838195	-1.27821480532364	0.58536160826342	0.550241296168332	0.625738531531075	-0.0362102956696341	0.846686121731226	-0.244059017947401	-0.373192795142561	-0.598050155853297	0.236426032752747
"k562 erythroblastic leukemia response to hemin"	-2.11284064011809	-1.28878636767607	1.90923853335522	-1.72943673905097	-2.27337231287385	-2.18403376906469	-1.56335950287902	-1.73821267976781	0.487373546777479	-1.79730394284744	-1.65293268159063	1.61131847285937	2.01414329633253
"keratinocyte - epidermal"	-0.959259328509382	-1.16417924230714	-0.310493937373394	-1.70872200739294	-0.913642244790038	-1.12833811723915	-0.792568050563473	-0.7760359617287	-2.28271161669556	-0.785291628082556	-0.15314755824238	0.815510792578314	1.0641180452127
"keratinocyte - oral"	0.550784978438672	1.26523652805232	-0.0081680068939332	-0.090663572669073	0.550012773432143	0.461156806041134	0.986054813848335	0.856118765475152	0.676195053564264	0.258454550218911	1.20942101770355	-0.698189568901587	-0.720850748742653
"keratocytes"	-0.972070949898298	-0.211599264531405	-0.343107947763389	-1.02665861861741	-0.175116649050365	-0.394897673589184	0.224607115771776	-1.15533048599699	-1.75911950358365	-1.39017314157506	-0.871651628661279	-0.184718739070381	1.18854861090814
"kidney"	0.301448114153524	1.48991755961657	0.873182807334377	0.798183885903582	1.37432691091991	1.75558517579366	0.25333577772567	0.667321358943061	0.524655935267701	1.0156774851675	0.356771646801069	-1.4351203407283	-0.958558947617443
"left atrium"	1.27481206903612	0.338189816676058	0.0987450932407226	0.695170325659758	1.77816335156329	1.61745367132208	0.263342325003495	0.635653863644779	2.64338045232007	0.954979379890482	0.541846803848293	-1.74267252533908	-0.840517825993031
"left ventricle"	1.63382603959002	-1.16208774974657	0.56742555261179	0.0132163148021189	1.30091547624422	0.859918123393098	-0.776027310253938	0.190161063209279	0.53866953128681	1.17746073662643	-0.56745512135609	-1.69489260647178	0.0201998393363842
"lens epithelial cells"	-0.0286774398777399	-0.072564924635231	-2.32555379654958	-0.948008470205716	-0.00243626242975727	0.327698319801144	0.0614720283522172	-0.743288488092341	0.849480259312233	-0.446037767593971	-0.407866297991399	-0.136054899382918	0.496858670256396
"leukemia"	-0.618630958589172	0.163634056436472	0.270266916769292	0.400943460641373	-0.463198063012865	-0.0556516771102699	0.154417702246624	0.433817011394182	0.151336924338166	0.140933070730931	0.328250974105147	0.410453692748504	-0.275097910661453
"liver"	-0.414144029908641	-1.81995837501179	1.80320203046335	-1.20571827554542	-0.138444665372518	-0.776753038726787	-2.36733135234044	-2.10782736243773	-2.58221239804539	-0.688397025709835	-1.72887561982829	-0.771687063598328	2.01343318414746
"locus coeruleus"	0.909230428384267	1.42950295734179	-0.378509234812263	1.33049340423771	1.10818713337153	1.09106745418756	0.790800995013979	1.44289746422899	0.133131962123526	1.00084323441701	1.78339833023236	-0.942304854661547	-1.47698585328668
"locus coeruleus - adult"	0.414376519726515	0.6534586084435	-0.218622143743156	0.829035139803065	1.28328524425529	0.758721805189969	0.727188297233781	1.51704686075053	0.794335900038248	1.1105382055347	1.49121894994831	-0.854006918399379	-1.33978071103539
"lung"	1.08181409175223	0.820067752630494	1.17273723787393	0.618287062258901	1.67431883043442	2.05869145294886	0.535824257482989	1.15796062782263	1.32766545733261	1.70048731571344	0.941751885247547	-1.02744125496344	-1.56574456509446
"lung right lower lobe"	0.996846725953289	1.34489693227999	1.03408475043466	0.256756494228305	1.70907910740976	2.21801816428987	0.671212958991099	1.54142095880828	0.723897799674789	1.44058843071653	1.33869378796949	-1.60826408601757	-1.51277281247119
"lymph node"	0.46583755641736	1.17831362623723	-0.139226861658845	0.494625388421855	1.04328203986894	1.11993403069748	-0.265326276117053	0.865571199289591	2.21687540076889	0.396165226343257	0.793897250226003	-0.910386692452265	-0.877049557643132
"lymphatic endothelial cells response to vegfc"	-1.41679604310069	-0.575823930673572	1.17927972670431	-1.10577377522946	-0.456408725979128	-0.576431307946488	-0.274291520864725	-0.93122410042661	0.254935116970633	-0.180947168798289	-0.0754474881271775	-0.51098995170468	0.9693080825534
"lymphoma"	-0.866827111492675	-0.526930408973304	-0.972158376543746	1.20522443716862	-1.11957110984947	-1.63652589139777	-0.812634703899345	-0.929961118679213	0.480481004953781	-0.508317468515856	0.292728205353116	1.60310267181689	0.290902227104089
"macrophage - monocyte derived"	-1.10520264823178	-1.30134781270034	-2.27367209983347	-0.409906013497759	-1.16237526561013	-1.27743883210902	-0.169102852411074	-1.0717958659715	0.984731067588385	-1.21013719233218	1.00501566437891	0.976732672143341	0.881847294514438
"mallassez-derived cells"	-0.667075807835045	-0.649070697203156	-0.548409572291355	-1.14549571405174	-0.224821358718193	0.517783498870469	-0.0138922425610959	-1.66810409955474	-1.44894536239858	-0.148175294576398	-1.12592974993285	0.611531772204065	0.755120612166152
"mammary epithelial cell"	-0.656708218778304	-0.415084283246501	-0.526415956303226	-1.63641508547871	-0.694356574845248	-0.191862543316124	-0.325274731423685	-0.927699425656268	0.719589851396822	-1.10011608634416	-0.463466762912656	0.606677563650904	0.86416750278153
"mast cell"	-1.55835220915165	0.296275809393587	0.578690343803874	1.09963223039319	-0.391359422104852	-0.0815452370659165	-0.148114250545396	0.0256526825576338	-0.430050427482217	0.0770912219233723	0.33632220281841	1.06240817358758	-0.411889410114121
